Date,Cache Prefix,Source Domain Val Accuracy,Source Domain Test Accuracy,Target Domain Val Accuracy,Target Domain Test Accuracy
2024-01-11,Comparison_DDC_DeepConvNet_MengExp12ToBCICIV2A_1,0.79711(0.00536),0.78965(0.00861),0.61070(0.04891),0.59834(0.05891)
2024-01-11,Comparison_DDC_InceptionEEG_MengExp12ToBCICIV2A_1,0.86836(0.01668),0.86119(0.00940),0.61303(0.05216),0.61033(0.05001)
2024-01-11,Comparison_DDC_EEGNet_MengExp12ToMengExp3_1,0.86051(0.01085),0.85353(0.01171),0.72493(0.01905),0.72155(0.01835)
2024-01-11,Comparison_DDC_ShallowConvNet_MengExp12ToMengExp3_1,0.82881(0.00918),0.82232(0.00764),0.69652(0.02205),0.68282(0.02934)
2024-01-11,Comparison_DDC_DeepConvNet_MengExp12ToMengExp3_1,0.80642(0.01476),0.79934(0.01053),0.67865(0.01896),0.67825(0.03163)
2024-01-11,Comparison_DDC_InceptionEEG_MengExp12ToMengExp3_1,0.87534(0.01409),0.86409(0.01168),0.73863(0.01933),0.72810(0.01632)
2024-01-11,Comparison_DDC_EEGNet_MengExp12ToPhysioNetMI_1,0.85896(0.01339),0.85886(0.01491),0.76151(0.01418),0.76323(0.01146)
2024-01-11,Comparison_DDC_ShallowConvNet_MengExp12ToPhysioNetMI_1,0.81950(0.01320),0.82163(0.01512),0.73325(0.01715),0.71322(0.02603)
2024-01-11,Comparison_DDC_DeepConvNet_MengExp12ToPhysioNetMI_1,0.81291(0.01468),0.80564(0.01502),0.76868(0.01091),0.75712(0.01597)
2024-01-11,Comparison_DDC_InceptionEEG_MengExp12ToPhysioNetMI_1,0.87340(0.01338),0.87010(0.01207),0.75707(0.02163),0.75752(0.01955)
2024-01-11,Comparison_DDC_EEGNet_PhysioNetMIToBCICIV2A_1,0.83744(0.01299),0.82120(0.01607),0.67490(0.05827),0.63507(0.05785)
2024-01-11,Comparison_DDC_ShallowConvNet_PhysioNetMIToBCICIV2A_1,0.82818(0.01069),0.81105(0.02126),0.75524(0.05852),0.67639(0.06517)
2024-01-11,Comparison_DDC_DeepConvNet_PhysioNetMIToBCICIV2A_1,0.81255(0.01466),0.79799(0.01330),0.65170(0.06799),0.62849(0.07727)
2024-01-11,Comparison_DDC_InceptionEEG_PhysioNetMIToBCICIV2A_1,0.83216(0.01775),0.81759(0.01681),0.68454(0.06626),0.65480(0.07419)
2024-01-12,Comparison_DDC_EEGNet_PhysioNetMIToMengExp3_1,0.83280(0.01610),0.81973(0.01201),0.74916(0.02064),0.73923(0.02757)
2024-01-12,Comparison_DDC_ShallowConvNet_PhysioNetMIToMengExp3_1,0.82730(0.01002),0.81170(0.01327),0.76604(0.01847),0.75452(0.01848)
2024-01-12,Comparison_DDC_DeepConvNet_PhysioNetMIToMengExp3_1,0.82058(0.01618),0.80878(0.01044),0.76862(0.01715),0.75968(0.02140)
2024-01-12,Comparison_DDC_InceptionEEG_PhysioNetMIToMengExp3_1,0.83280(0.01756),0.81824(0.01238),0.76107(0.01835),0.74856(0.01782)
2024-01-12,Comparison_DDC_EEGNet_PhysioNetMIToMengExp12_1,0.83408(0.01657),0.82459(0.01003),0.76057(0.01205),0.75698(0.00961)
2024-01-12,Comparison_DDC_ShallowConvNet_PhysioNetMIToMengExp12_1,0.83237(0.01390),0.81357(0.02041),0.77394(0.01135),0.75911(0.02051)
2024-01-12,Comparison_DDC_DeepConvNet_PhysioNetMIToMengExp12_1,0.82141(0.01447),0.80708(0.01128),0.78257(0.00909),0.77210(0.00719)
2024-01-12,Comparison_DDC_InceptionEEG_PhysioNetMIToMengExp12_1,0.83575(0.01434),0.82162(0.01347),0.76638(0.00792),0.75601(0.01545)
