Date,Cache Prefix,Source Domain Val Accuracy,Source Domain Test Accuracy,Target Domain Val Accuracy,Target Domain Test Accuracy
2024-01-08,Comparison_Baseline_EEGNet_MengExp3ToMengExp12_1,0.82185(0.01357),0.81867(0.00830),0.78460(0.01924),0.77113(0.01603)
2024-01-08,Comparison_Baseline_ShallowConvNet_MengExp3ToMengExp12_1,0.80497(0.01342),0.78550(0.01445),0.71782(0.01439),0.71103(0.01781)
2024-01-08,Comparison_Baseline_DeepConvNet_MengExp3ToMengExp12_1,0.79206(0.00766),0.77835(0.00613),0.75388(0.01060),0.74525(0.01739)
2024-01-09,Comparison_Baseline_InceptionEEG_MengExp3ToMengExp12_1,0.83158(0.00788),0.81827(0.01677),0.78267(0.02174),0.76890(0.01810)
2024-01-09,Comparison_Baseline_EEGNet_MengExp3ToPhysioNetMI_1,0.82423(0.01547),0.80894(0.01315),0.74486(0.02207),0.74508(0.01676)
2024-01-09,Comparison_Baseline_ShallowConvNet_MengExp3ToPhysioNetMI_1,0.80338(0.00431),0.79245(0.01131),0.72295(0.02145),0.71343(0.01996)
2024-01-09,Comparison_Baseline_DeepConvNet_MengExp3ToPhysioNetMI_1,0.79345(0.00987),0.78193(0.00988),0.76343(0.02365),0.74385(0.01744)
2024-01-09,Comparison_Baseline_InceptionEEG_MengExp3ToPhysioNetMI_1,0.83496(0.01929),0.82105(0.00780),0.75056(0.01136),0.73643(0.01779)
2024-01-09,Comparison_Baseline_EEGNet_MengExp12ToBCICIV2A_1,0.87524(0.01133),0.86661(0.01105),0.57900(0.03944),0.57712(0.06276)
2024-01-09,Comparison_Baseline_ShallowConvNet_MengExp12ToBCICIV2A_1,0.84578(0.01618),0.83966(0.01308),0.68684(0.07185),0.65789(0.06067)
2024-01-09,Comparison_Baseline_DeepConvNet_MengExp12ToBCICIV2A_1,0.82580(0.01628),0.82454(0.01602),0.60298(0.05360),0.59639(0.05141)
2024-01-09,Comparison_Baseline_InceptionEEG_MengExp12ToBCICIV2A_1,0.88387(0.01629),0.87311(0.01590),0.56740(0.04617),0.56972(0.07635)
2024-01-09,Comparison_Baseline_EEGNet_MengExp12ToMengExp3_1,0.87389(0.01284),0.87408(0.00955),0.71301(0.01317),0.70129(0.01714)
2024-01-09,Comparison_Baseline_ShallowConvNet_MengExp12ToMengExp3_1,0.84548(0.01658),0.84286(0.01178),0.70149(0.02239),0.68302(0.03089)
2024-01-09,Comparison_Baseline_DeepConvNet_MengExp12ToMengExp3_1,0.82483(0.01647),0.82561(0.01449),0.67071(0.05260),0.64965(0.06921)
2024-01-09,Comparison_Baseline_InceptionEEG_MengExp12ToMengExp3_1,0.88135(0.01427),0.87195(0.01011),0.72056(0.01834),0.71241(0.01673)
2024-01-09,Comparison_Baseline_EEGNet_MengExp12ToPhysioNetMI_1,0.87137(0.01616),0.86603(0.01307),0.73223(0.01482),0.72215(0.02073)
2024-01-09,Comparison_Baseline_ShallowConvNet_MengExp12ToPhysioNetMI_1,0.84432(0.01167),0.83433(0.01318),0.72543(0.02682),0.71072(0.01477)
2024-01-09,Comparison_Baseline_DeepConvNet_MengExp12ToPhysioNetMI_1,0.82231(0.01834),0.81698(0.01961),0.73194(0.02668),0.73030(0.02238)
2024-01-09,Comparison_Baseline_InceptionEEG_MengExp12ToPhysioNetMI_1,0.88213(0.01194),0.87359(0.00764),0.75226(0.01835),0.75143(0.00498)
2024-01-09,Comparison_Baseline_EEGNet_PhysioNetMIToBCICIV2A_1,0.83387(0.01686),0.82099(0.01846),0.68068(0.06265),0.63969(0.07145)
2024-01-09,Comparison_Baseline_ShallowConvNet_PhysioNetMIToBCICIV2A_1,0.81634(0.01308),0.79864(0.01344),0.67789(0.07493),0.61182(0.06050)
2024-01-09,Comparison_Baseline_DeepConvNet_PhysioNetMIToBCICIV2A_1,0.82268(0.01663),0.80476(0.01328),0.63546(0.05926),0.61227(0.05865)
2024-01-09,Comparison_Baseline_InceptionEEG_PhysioNetMIToBCICIV2A_1,0.83260(0.01513),0.82075(0.01909),0.68570(0.06247),0.66640(0.05727)
2024-01-09,Comparison_Baseline_EEGNet_PhysioNetMIToMengExp3_1,0.82901(0.01876),0.81801(0.01609),0.75650(0.01586),0.74578(0.02733)
2024-01-09,Comparison_Baseline_ShallowConvNet_PhysioNetMIToMengExp3_1,0.81804(0.01066),0.79926(0.01936),0.76802(0.02104),0.75730(0.01394)
2024-01-09,Comparison_Baseline_DeepConvNet_PhysioNetMIToMengExp3_1,0.82268(0.01361),0.81003(0.01751),0.76981(0.01610),0.76683(0.01543)
2024-01-09,Comparison_Baseline_InceptionEEG_PhysioNetMIToMengExp3_1,0.83216(0.01642),0.81970(0.02120),0.75353(0.01787),0.75412(0.02304)
2024-01-09,Comparison_Baseline_EEGNet_PhysioNetMIToMengExp12_1,0.83028(0.01457),0.81700(0.01191),0.76406(0.00942),0.76027(0.01217)
2024-01-09,Comparison_Baseline_ShallowConvNet_PhysioNetMIToMengExp12_1,0.81591(0.01506),0.80433(0.02032),0.76454(0.01140),0.75475(0.01288)
2024-01-09,Comparison_Baseline_DeepConvNet_PhysioNetMIToMengExp12_1,0.82351(0.01905),0.80897(0.01438),0.77385(0.01210),0.76115(0.00936)
2024-01-09,Comparison_Baseline_InceptionEEG_PhysioNetMIToMengExp12_1,0.83153(0.01457),0.81741(0.01934),0.77530(0.00788),0.76522(0.00685)
