Date,Cache Prefix,Source Domain Val Accuracy,Source Domain Test Accuracy,Target Domain Val Accuracy,Target Domain Test Accuracy
2023-11-28,EEG_Infinity002_PhysioNetMIToMengExp3_0,0.83280(0.01880),0.81952(0.01900),0.53883(0.03018),0.52671(0.02965)
2023-11-28,EEG_Infinity002_PhysioNetMIToMengExp12_0,0.83281(0.01773),0.82712(0.01721),0.68457(0.02256),0.67100(0.01858)
2023-12-07,EEG_Infinity004_MengExp3ToBCICIV2A_1,0.80258(0.01089),0.79901(0.02255),0.66096(0.05514),0.61767(0.09033)
2023-12-07,EEG_Infinity004_MengExp3ToMengExp12_1,0.81271(0.01534),0.80497(0.01823),0.79178(0.01043),0.78635(0.00654)
2023-12-07,EEG_Infinity004_PhysioNetMIToMengExp3_1,0.84335(0.01290),0.82733(0.01187),0.74220(0.00878),0.73486(0.02127)
2023-12-07,EEG_Infinity004_PhysioNetMIToMengExp12_1,0.83849(0.01343),0.81889(0.00791),0.78083(0.01266),0.77530(0.01450)
2023-12-18,common_electrode_EA_MengExp3ToBCICIV2A_1,0.82026(0.00506),0.81013(0.01301),0.60841(0.04741),0.58602(0.03539)
2023-12-18,common_electrode_EA_MengExp3ToMengExp12_1,0.81589(0.00661),0.80536(0.01307),0.77472(0.02157),0.76667(0.01920)
2023-12-18,common_electrode_RA_MengExp3ToBCICIV2A_1,0.80715(0.00976),0.79067(0.00788),0.53577(0.01896),0.49943(0.01427)
2023-12-18,common_electrode_EA_PhysioNetMIToMengExp3_1,0.82417(0.01775),0.80878(0.01736),0.73982(0.01776),0.73962(0.01963)
2023-12-18,common_electrode_EA_PhysioNetMIToMengExp12_1,0.82671(0.01315),0.81149(0.01714),0.74845(0.01434),0.74690(0.02046)
2023-12-18,EEG_Infinity003Shallow_MengExp3ToBCICIV2A_1,0.82224(0.00537),0.80775(0.00872),0.70963(0.06152),0.67331(0.06059)
2023-12-18,common_electrode_RA_MengExp3ToMengExp12_1,0.80854(0.01037),0.79206(0.01332),0.75398(0.01204),0.74738(0.00864)
2023-12-18,EEG_Infinity003Shallow_MengExp3ToMengExp12_1,0.81549(0.00878),0.80655(0.01372),0.80516(0.01701),0.78732(0.01653)
2023-12-18,common_electrode_RA_PhysioNetMIToMengExp3_1,0.81889(0.01475),0.81361(0.01276),0.76703(0.01848),0.75611(0.02522)
2023-12-19,EEG_Infinity003Shallow_PhysioNetMIToMengExp3_1,0.84757(0.00877),0.82879(0.01785),0.75690(0.00951),0.74240(0.01103)
2023-12-19,common_electrode_RA_PhysioNetMIToMengExp12_1,0.81910(0.01482),0.81256(0.01252),0.77530(0.01313),0.76406(0.01494)
2023-12-19,EEG_Infinity003Shallow_PhysioNetMIToMengExp12_1,0.84588(0.00578),0.82691(0.01360),0.78945(0.00663),0.77268(0.01291)
2023-12-19,common_electrode_EAt_MengExp3ToBCICIV2A_1,0.82542(0.01155),0.81132(0.00824),0.60415(0.05172),0.57868(0.05231)
2023-12-19,EEG_Infinity003Deep_MengExp3ToBCICIV2A_1,0.79623(0.01448),0.79047(0.01581),0.71001(0.07476),0.66563(0.07776)
2023-12-19,common_electrode_EAt_MengExp3ToMengExp12_1,0.81966(0.01235),0.80357(0.01680),0.76706(0.02046),0.76638(0.01986)
2023-12-19,common_electrode_EAt_PhysioNetMIToMengExp3_1,0.82479(0.01094),0.81361(0.01577),0.73347(0.01695),0.73843(0.02602)
2023-12-19,EEG_Infinity003Deep_MengExp3ToMengExp12_1,0.82324(0.00861),0.80616(0.01308),0.80583(0.01775),0.79362(0.01539)
2023-12-19,common_electrode_EAt_PhysioNetMIToMengExp12_1,0.82543(0.01516),0.81635(0.01882),0.75039(0.01743),0.74709(0.02359)
2023-12-19,EEG_Infinity003Deep_PhysioNetMIToMengExp3_1,0.85644(0.01716),0.84061(0.01062),0.75114(0.01874),0.73664(0.01833)
2023-12-19,EEG_Infinity003Deep_PhysioNetMIToMengExp12_1,0.85179(0.00928),0.84038(0.01135),0.79188(0.00314),0.78441(0.01085)
2023-12-19,EEG_Infinity003InceptionEEG_MengExp3ToBCICIV2A_1,0.85144(0.00737),0.83694(0.01368),0.71661(0.06955),0.65518(0.08849)
2023-12-20,EEG_Infinity003InceptionEEG_MengExp3ToMengExp12_1,0.84290(0.00304),0.83217(0.01068),0.80089(0.00805),0.79866(0.00784)
2023-12-20,EEG_Infinity003InceptionEEG_PhysioNetMIToMengExp3_1,0.85409(0.01426),0.83910(0.01852),0.76524(0.02068),0.74518(0.01823)
2024-01-02,common_electrode_DDC_MengExp3ToBCICIV2A_1,0.82721(0.01100),0.81231(0.00628),0.59760(0.03816),0.55780(0.03552)
2024-01-02,common_electrode_DDC_MengExp3ToMengExp12_1,0.82741(0.01266),0.80973(0.01025),0.76851(0.02066),0.76076(0.01985)
2024-01-02,common_electrode_DCoral_MengExp3ToBCICIV2A_1,0.82999(0.01283),0.81688(0.00885),0.59023(0.03971),0.53151(0.00788)
2024-01-02,common_electrode_DDC_PhysioNetMIToMengExp3_1,0.83345(0.00887),0.81783(0.01198),0.73525(0.01458),0.74240(0.01707)
2024-01-02,common_electrode_DCoral_MengExp3ToMengExp12_1,0.82602(0.01035),0.81569(0.00994),0.76871(0.02061),0.75049(0.02458)
2024-01-02,common_electrode_DCoral_PhysioNetMIToMengExp3_1,0.82921(0.01446),0.81847(0.01246),0.74300(0.01142),0.72949(0.02326)
2024-01-02,common_electrode_DDC_PhysioNetMIToMengExp12_1,0.83173(0.01505),0.81826(0.01658),0.76008(0.01271),0.75640(0.00545)
2024-01-02,common_electrode_DCoral_PhysioNetMIToMengExp12_1,0.83111(0.01800),0.81761(0.01022),0.74370(0.01237),0.72916(0.01021)
2024-01-04,common_electrode_baseline_MengExp3ToBCICIV2A_1,0.83297(0.01204),0.81688(0.00945),0.61383(0.05283),0.57521(0.04304)
2024-01-04,common_electrode_baseline_MengExp3ToMengExp12_1,0.83317(0.00963),0.81053(0.01126),0.78063(0.02144),0.77287(0.02125)
2024-01-04,common_electrode_baseline_PhysioNetMIToMengExp3_1,0.83260(0.01558),0.82436(0.00991),0.75452(0.02253),0.75392(0.01704)
2024-01-04,common_electrode_baseline_PhysioNetMIToMengExp12_1,0.83344(0.01792),0.82309(0.01614),0.76541(0.01021),0.75785(0.01542)
