Date,Cache Prefix,Source Domain Val Accuracy,Source Domain Test Accuracy,Target Domain Val Accuracy,Target Domain Test Accuracy
2024-01-16,Comparison_DANNWass_EEGNet_MengExp3ToBCICIV2A_1,0.83019(0.00912),0.81629(0.01081),0.61538(0.05330),0.57753(0.05369)
2024-01-16,Comparison_DANNWass_ShallowConvNet_MengExp3ToBCICIV2A_1,0.79305(0.01300),0.78054(0.00612),0.59140(0.02278),0.54352(0.03723)
2024-01-16,Comparison_DANNWass_DeepConvNet_MengExp3ToBCICIV2A_1,0.79702(0.01181),0.78471(0.01192),0.60650(0.04943),0.57983(0.04511)
2024-01-16,Comparison_DANNWass_InceptionEEG_MengExp3ToBCICIV2A_1,0.82999(0.00803),0.80973(0.01740),0.62079(0.05213),0.59875(0.05237)
2024-01-16,Comparison_DANNWass_EEGNet_MengExp3ToMengExp12_1,0.82324(0.01279),0.81112(0.01152),0.77540(0.02060),0.76628(0.01621)
2024-01-16,Comparison_DANNWass_ShallowConvNet_MengExp3ToMengExp12_1,0.80576(0.01184),0.78967(0.01027),0.73119(0.01435),0.71840(0.01193)
2024-01-16,Comparison_DANNWass_DeepConvNet_MengExp3ToMengExp12_1,0.79702(0.01194),0.77895(0.01041),0.74932(0.01129),0.73827(0.01300)
2024-01-16,Comparison_DANNWass_InceptionEEG_MengExp3ToMengExp12_1,0.83098(0.00666),0.81907(0.01914),0.78121(0.02117),0.77763(0.01893)
2024-01-16,Comparison_DANNWass_EEGNet_MengExp3ToPhysioNetMI_1,0.82522(0.00870),0.81291(0.01209),0.75118(0.02207),0.73455(0.02304)
2024-01-16,Comparison_DANNWass_ShallowConvNet_MengExp3ToPhysioNetMI_1,0.79921(0.01260),0.78947(0.02533),0.72801(0.01605),0.71601(0.01640)
2024-01-16,Comparison_DANNWass_DeepConvNet_MengExp3ToPhysioNetMI_1,0.79484(0.00788),0.78391(0.00885),0.76532(0.01730),0.75037(0.01236)
2024-01-16,Comparison_DANNWass_InceptionEEG_MengExp3ToPhysioNetMI_1,0.82999(0.00822),0.82026(0.00705),0.75372(0.01701),0.74744(0.01505)
2024-01-16,Comparison_DANNWass_EEGNet_MengExp12ToBCICIV2A_1,0.86157(0.00951),0.85508(0.00533),0.62191(0.05147),0.60379(0.05078)
2024-01-16,Comparison_DANNWass_ShallowConvNet_MengExp12ToBCICIV2A_1,0.80962(0.00807),0.80002(0.00718),0.59716(0.04769),0.56047(0.03535)
2024-01-16,Comparison_DANNWass_DeepConvNet_MengExp12ToBCICIV2A_1,0.80971(0.00624),0.80632(0.00596),0.61379(0.04416),0.60064(0.06652)
2024-01-16,Comparison_DANNWass_InceptionEEG_MengExp12ToBCICIV2A_1,0.86739(0.01340),0.85983(0.01070),0.61766(0.04693),0.58133(0.03125)
2024-01-16,Comparison_DANNWass_EEGNet_MengExp12ToMengExp3_1,0.86817(0.00986),0.86303(0.00924),0.72651(0.02229),0.72493(0.01301)
2024-01-16,Comparison_DANNWass_ShallowConvNet_MengExp12ToMengExp3_1,0.81621(0.01206),0.81029(0.00779),0.65799(0.02262),0.63595(0.02001)
2024-01-16,Comparison_DANNWass_DeepConvNet_MengExp12ToMengExp3_1,0.81979(0.01164),0.81853(0.01089),0.71857(0.04295),0.71460(0.05274)
2024-01-16,Comparison_DANNWass_InceptionEEG_MengExp12ToMengExp3_1,0.87757(0.01380),0.86933(0.01221),0.73069(0.01385),0.72036(0.02085)
2024-01-16,Comparison_DANNWass_EEGNet_MengExp12ToPhysioNetMI_1,0.86196(0.01284),0.85789(0.01159),0.76296(0.02629),0.77483(0.01638)
2024-01-17,Comparison_DANNWass_ShallowConvNet_MengExp12ToPhysioNetMI_1,0.80574(0.01035),0.79701(0.00632),0.70922(0.01267),0.69489(0.01639)
2024-01-17,Comparison_DANNWass_DeepConvNet_MengExp12ToPhysioNetMI_1,0.82231(0.01559),0.81756(0.01222),0.77061(0.01433),0.76363(0.01794)
2024-01-17,Comparison_DANNWass_InceptionEEG_MengExp12ToPhysioNetMI_1,0.87418(0.01228),0.86942(0.01013),0.75179(0.02754),0.74970(0.02410)
2024-01-17,Comparison_DANNWass_EEGNet_PhysioNetMIToBCICIV2A_1,0.83766(0.01639),0.82162(0.01939),0.67373(0.07411),0.62891(0.07940)
2024-01-17,Comparison_DANNWass_ShallowConvNet_PhysioNetMIToBCICIV2A_1,0.80559(0.01562),0.79043(0.01287),0.62271(0.04806),0.59794(0.04388)
2024-01-17,Comparison_DANNWass_DeepConvNet_PhysioNetMIToBCICIV2A_1,0.82078(0.01998),0.80412(0.01632),0.63933(0.06071),0.61922(0.05347)
2024-01-17,Comparison_DANNWass_InceptionEEG_PhysioNetMIToBCICIV2A_1,0.83595(0.01675),0.82287(0.01937),0.67219(0.05922),0.65322(0.06738)
2024-01-17,Comparison_DANNWass_EEGNet_PhysioNetMIToMengExp3_1,0.83491(0.01891),0.81826(0.01877),0.75233(0.01954),0.74459(0.01241)
2024-01-17,Comparison_DANNWass_ShallowConvNet_PhysioNetMIToMengExp3_1,0.81465(0.01304),0.79908(0.01714),0.76902(0.01439),0.75174(0.02128)
2024-01-17,Comparison_DANNWass_DeepConvNet_PhysioNetMIToMengExp3_1,0.82078(0.01573),0.80876(0.01534),0.77160(0.01581),0.76862(0.01719)
2024-01-17,Comparison_DANNWass_InceptionEEG_PhysioNetMIToMengExp3_1,0.82732(0.01240),0.81464(0.01654),0.75094(0.02301),0.75333(0.02407)
2024-01-17,Comparison_DANNWass_EEGNet_PhysioNetMIToMengExp12_1,0.83068(0.01551),0.81783(0.01244),0.76318(0.01226),0.75582(0.00667)
2024-01-17,Comparison_DANNWass_ShallowConvNet_PhysioNetMIToMengExp12_1,0.81192(0.01202),0.79568(0.01758),0.76696(0.00715),0.75979(0.01182)
2024-01-17,Comparison_DANNWass_DeepConvNet_PhysioNetMIToMengExp12_1,0.82436(0.01329),0.80812(0.01367),0.77588(0.01199),0.76706(0.01253)
2024-01-17,Comparison_DANNWass_InceptionEEG_PhysioNetMIToMengExp12_1,0.82985(0.01815),0.81803(0.01905),0.77152(0.00821),0.76076(0.01038)
