Date,Cache Prefix,Source Domain Val Accuracy,Source Domain Test Accuracy,Target Domain Val Accuracy,Target Domain Test Accuracy
2024-01-12,Comparison_RA_EEGNet_MengExp12ToPhysioNetMI_1,0.82988(0.00823),0.82522(0.00723),0.60959(0.03235),0.60322(0.01648)
2024-01-12,Comparison_RA_ShallowConvNet_MengExp12ToPhysioNetMI_1,0.80942(0.00931),0.80060(0.00851),0.53194(0.01404),0.50879(0.02011)
2024-01-12,Comparison_RA_DeepConvNet_MengExp12ToPhysioNetMI_1,0.80884(0.00765),0.80806(0.00984),0.62032(0.02166),0.61223(0.02754)
2024-01-13,Comparison_RA_InceptionEEG_MengExp12ToPhysioNetMI_1,0.84781(0.01150),0.84190(0.00872),0.59228(0.02550),0.58742(0.02404)
2024-01-13,Comparison_RA_EEGNet_PhysioNetMIToBCICIV2A_1,0.81046(0.00868),0.79906(0.01457),0.55933(0.02098),0.52645(0.03486)
2024-01-13,Comparison_RA_ShallowConvNet_PhysioNetMIToBCICIV2A_1,0.65992(0.03009),0.65252(0.03673),0.52570(0.01544),0.49401(0.01833)
2024-01-13,Comparison_RA_DeepConvNet_PhysioNetMIToBCICIV2A_1,0.80181(0.00977),0.79401(0.01290),0.56474(0.01894),0.53921(0.03153)
2024-01-13,Comparison_RA_InceptionEEG_PhysioNetMIToBCICIV2A_1,0.81236(0.01543),0.80095(0.01271),0.56707(0.02486),0.53651(0.02016)
2024-01-13,Comparison_RA_EEGNet_PhysioNetMIToMengExp3_1,0.81405(0.00981),0.80435(0.01168),0.76286(0.02116),0.75273(0.02320)
2024-01-13,Comparison_RA_ShallowConvNet_PhysioNetMIToMengExp3_1,0.77523(0.01367),0.76913(0.01172),0.75174(0.03172),0.74638(0.02381)
2024-01-13,Comparison_RA_DeepConvNet_PhysioNetMIToMengExp3_1,0.80560(0.01167),0.80117(0.01337),0.76346(0.01804),0.75531(0.02159)
2024-01-13,Comparison_RA_InceptionEEG_PhysioNetMIToMengExp3_1,0.81847(0.01289),0.80224(0.01572),0.75789(0.01925),0.75353(0.01527)
2024-01-13,Comparison_RA_EEGNet_PhysioNetMIToMengExp12_1,0.82015(0.01455),0.80666(0.00959),0.77385(0.01011),0.76813(0.01130)
2024-01-13,Comparison_RA_ShallowConvNet_PhysioNetMIToMengExp12_1,0.77204(0.01435),0.77123(0.01433),0.70000(0.07830),0.69697(0.07695)
2024-01-13,Comparison_RA_DeepConvNet_PhysioNetMIToMengExp12_1,0.80665(0.00963),0.80329(0.01376),0.76638(0.00443),0.76377(0.00584)
2024-01-13,Comparison_RA_InceptionEEG_PhysioNetMIToMengExp12_1,0.81636(0.01359),0.80518(0.01040),0.77181(0.00694),0.76473(0.01058)
